commit,sum,input1.txt,input2.txt,input3.txt,input4.txt,input5.txt,input6.txt,input7.txt,input8.txt
Add CI for build and filechecks (#3),8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Function inline pass (#7),8.022394526253638,1.0,1.0127350682969802,1.0046967708161547,1.0016201574498642,1.0011286556771883,1.0006347924939996,1.0004504258422635,1.0011286556771883
Function inline pass bug fix (#20),8.022394526253638,1.0,1.0127350682969802,1.0046967708161547,1.0016201574498642,1.0011286556771883,1.0006347924939996,1.0004504258422635,1.0011286556771883
FunctionInlinePass Function Attribute 미확인 (#58),8.022394526253638,1.0,1.0127350682969802,1.0046967708161547,1.0016201574498642,1.0011286556771883,1.0006347924939996,1.0004504258422635,1.0011286556771883
RemoveUnusedPass (#10),8.022394526253638,1.0,1.0127350682969802,1.0046967708161547,1.0016201574498642,1.0011286556771883,1.0006347924939996,1.0004504258422635,1.0011286556771883
Fix RemoveUnusedPass bug (#31),8.022394526253638,1.0,1.0127350682969802,1.0046967708161547,1.0016201574498642,1.0011286556771883,1.0006347924939996,1.0004504258422635,1.0011286556771883
Arithmetic pass (#8),8.022394526253638,1.0,1.0127350682969802,1.0046967708161547,1.0016201574498642,1.0011286556771883,1.0006347924939996,1.0004504258422635,1.0011286556771883
Fix wrong return value (#35),8.022394526253638,1.0,1.0127350682969802,1.0046967708161547,1.0016201574498642,1.0011286556771883,1.0006347924939996,1.0004504258422635,1.0011286556771883
Add SimplifyCFGPass (#9),8.04461141243687,1.0160201299342615,1.0147993520161223,1.005513345634032,1.002244728696282,1.001769346030438,1.0013227128087152,1.0011724512865818,1.001769346030438
Support compiler options (#17),8.04461141243687,1.0160201299342615,1.0147993520161223,1.005513345634032,1.002244728696282,1.001769346030438,1.0013227128087152,1.0011724512865818,1.001769346030438
Automate testing benchmarks (#23),8.04461141243687,1.0160201299342615,1.0147993520161223,1.005513345634032,1.002244728696282,1.001769346030438,1.0013227128087152,1.0011724512865818,1.001769346030438
Phierasepass (#27),8.04461141243687,1.0160201299342615,1.0147993520161223,1.005513345634032,1.002244728696282,1.001769346030438,1.0013227128087152,1.0011724512865818,1.001769346030438
Fix PhierasePass Bug (#47),8.04461141243687,1.0160201299342615,1.0147993520161223,1.005513345634032,1.002244728696282,1.001769346030438,1.0013227128087152,1.0011724512865818,1.001769346030438
Add GVNPass (#25),8.570239600163031,1.0160201299342615,1.0628333621873438,1.0573659624228888,1.0763487547594666,1.0828785855044534,1.0930046013349985,1.0989096185151652,1.0828785855044534
Add BranchPredictPass (#29),8.696223475006121,1.0759715323754795,1.088135761705244,1.072480121466664,1.0831856204685035,1.0883442018948841,1.0971524334610736,1.1026096017393883,1.0883442018948841
Implement basic LoopVectorizePass (#32),8.696223475006121,1.0759715323754795,1.088135761705244,1.072480121466664,1.0831856204685035,1.0883442018948841,1.0971524334610736,1.1026096017393883,1.0883442018948841
Fix CI & compiler option (#42),8.696223475006121,1.0759715323754795,1.088135761705244,1.072480121466664,1.0831856204685035,1.0883442018948841,1.0971524334610736,1.1026096017393883,1.0883442018948841
Implement LoopUnrollPass (#49),8.650531588379865,1.0759715323754795,1.0367769377294378,1.0739808361880374,1.0845972145083402,1.0891913589217574,1.0977840294751275,1.1030383202599268,1.0891913589217574
Supplement LoopVectorizePass (#48),10.12389613829957,1.0759715323754795,1.1167328154303264,1.2262373167549887,1.3011848792030472,1.3253493146431887,1.3651742121903077,1.3878967530590423,1.3253493146431887
Refactor and add comments (#62),10.12389613829957,1.0759715323754795,1.1167328154303264,1.2262373167549887,1.3011848792030472,1.3253493146431887,1.3651742121903077,1.3878967530590423,1.3253493146431887
MatmulTransposePass (#52),10.630884299433507,1.0759715323754795,1.0881749638584528,1.260376306376142,1.3834509241951332,1.4195979169425739,1.4760762744158828,1.5076384643272682,1.4195979169425739
Implement ConstantMergePass (#60),10.704516169735573,1.0759715323754795,1.0881749638584528,1.294936535356901,1.3963633880968496,1.4283016138786078,1.4812190348053085,1.5112474874853667,1.4283016138786078
Sccp pass (#45),10.704516169735573,1.0759715323754795,1.0881749638584528,1.294936535356901,1.3963633880968496,1.4283016138786078,1.4812190348053085,1.5112474874853667,1.4283016138786078
Add MemoryToStackPass (#51),10.875375950938821,1.033729561961821,1.1819702843968458,1.3642615467087242,1.4353939941459304,1.4337773538074647,1.4812185285541337,1.5112473275564362,1.4337773538074647
Return correct PreservedAnalysis (#59),10.875375950938821,1.033729561961821,1.1819702843968458,1.3642615467087242,1.4353939941459304,1.4337773538074647,1.4812185285541337,1.5112473275564362,1.4337773538074647
Fix filecheck details (#61),10.875375950938821,1.033729561961821,1.1819702843968458,1.3642615467087242,1.4353939941459304,1.4337773538074647,1.4812185285541337,1.5112473275564362,1.4337773538074647
