commit,sum,input1.txt,input2.txt,input3.txt,input4.txt,input5.txt,input6.txt,input7.txt
Add CI for build and filechecks (#3),7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Function inline pass (#7),7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Function inline pass bug fix (#20),7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FunctionInlinePass Function Attribute 미확인 (#58),7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RemoveUnusedPass (#10),7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fix RemoveUnusedPass bug (#31),7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Arithmetic pass (#8),8.50509787038968,1.1868073035152356,1.3341401810813434,1.239999819802099,1.0,1.0869570840396237,1.3251709226882231,1.3320225592631556
Fix wrong return value (#35),8.50509787038968,1.1868073035152356,1.3341401810813434,1.239999819802099,1.0,1.0869570840396237,1.3251709226882231,1.3320225592631556
Add SimplifyCFGPass (#9),8.147463957299578,1.1449732887229498,1.2364475181621764,1.1769143560477555,1.0365071344492949,1.0869570840396237,1.2306006174352029,1.2350639584425753
Support compiler options (#17),8.147463957299578,1.1449732887229498,1.2364475181621764,1.1769143560477555,1.0365071344492949,1.0869570840396237,1.2306006174352029,1.2350639584425753
Automate testing benchmarks (#23),8.147463957299578,1.1449732887229498,1.2364475181621764,1.1769143560477555,1.0365071344492949,1.0869570840396237,1.2306006174352029,1.2350639584425753
Phierasepass (#27),9.716357685584871,1.340088259229083,1.5676940544900138,1.420080341619321,1.075101496244445,1.1957910141366084,1.5533100065368748,1.564292513328525
Fix PhierasePass Bug (#47),9.716357685584871,1.340088259229083,1.5676940544900138,1.420080341619321,1.075101496244445,1.1957910141366084,1.5533100065368748,1.564292513328525
Add GVNPass (#25),9.716357685584871,1.340088259229083,1.5676940544900138,1.420080341619321,1.075101496244445,1.1957910141366084,1.5533100065368748,1.564292513328525
Add BranchPredictPass (#29),9.716357685584871,1.340088259229083,1.5676940544900138,1.420080341619321,1.075101496244445,1.1957910141366084,1.5533100065368748,1.564292513328525
Implement basic LoopVectorizePass (#32),9.716357685584871,1.340088259229083,1.5676940544900138,1.420080341619321,1.075101496244445,1.1957910141366084,1.5533100065368748,1.564292513328525
Fix CI & compiler option (#42),9.716357685584871,1.340088259229083,1.5676940544900138,1.420080341619321,1.075101496244445,1.1957910141366084,1.5533100065368748,1.564292513328525
Implement LoopUnrollPass (#49),9.716357685584871,1.340088259229083,1.5676940544900138,1.420080341619321,1.075101496244445,1.1957910141366084,1.5533100065368748,1.564292513328525
Supplement LoopVectorizePass (#48),9.716357685584871,1.340088259229083,1.5676940544900138,1.420080341619321,1.075101496244445,1.1957910141366084,1.5533100065368748,1.564292513328525
Refactor and add comments (#62),9.716357685584871,1.340088259229083,1.5676940544900138,1.420080341619321,1.075101496244445,1.1957910141366084,1.5533100065368748,1.564292513328525
MatmulTransposePass (#52),9.716357685584871,1.340088259229083,1.5676940544900138,1.420080341619321,1.075101496244445,1.1957910141366084,1.5533100065368748,1.564292513328525
Implement ConstantMergePass (#60),9.716357685584871,1.340088259229083,1.5676940544900138,1.420080341619321,1.075101496244445,1.1957910141366084,1.5533100065368748,1.564292513328525
Sccp pass (#45),9.716357685584871,1.340088259229083,1.5676940544900138,1.420080341619321,1.075101496244445,1.1957910141366084,1.5533100065368748,1.564292513328525
Add MemoryToStackPass (#51),9.716357685584871,1.340088259229083,1.5676940544900138,1.420080341619321,1.075101496244445,1.1957910141366084,1.5533100065368748,1.564292513328525
Return correct PreservedAnalysis (#59),9.716357685584871,1.340088259229083,1.5676940544900138,1.420080341619321,1.075101496244445,1.1957910141366084,1.5533100065368748,1.564292513328525
Fix filecheck details (#61),9.716357685584871,1.340088259229083,1.5676940544900138,1.420080341619321,1.075101496244445,1.1957910141366084,1.5533100065368748,1.564292513328525
