commit,sum,input1.txt,input2.txt,input3.txt,input4.txt,input5.txt,input6.txt,input7.txt
Add CI for build and filechecks (#3),7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Function inline pass (#7),7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Function inline pass bug fix (#20),7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FunctionInlinePass Function Attribute 미확인 (#58),7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RemoveUnusedPass (#10),7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fix RemoveUnusedPass bug (#31),7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Arithmetic pass (#8),7.226377513874741,1.0117443922151348,1.058462722093056,1.0216122338040883,1.0,1.0115910381984796,1.0584390828486416,1.0645280447153405
Fix wrong return value (#35),7.226377513874741,1.0117443922151348,1.058462722093056,1.0216122338040883,1.0,1.0115910381984796,1.0584390828486416,1.0645280447153405
Add SimplifyCFGPass (#9),7.226377513874741,1.0117443922151348,1.058462722093056,1.0216122338040883,1.0,1.0115910381984796,1.0584390828486416,1.0645280447153405
Support compiler options (#17),7.226377513874741,1.0117443922151348,1.058462722093056,1.0216122338040883,1.0,1.0115910381984796,1.0584390828486416,1.0645280447153405
Automate testing benchmarks (#23),7.226377513874741,1.0117443922151348,1.058462722093056,1.0216122338040883,1.0,1.0115910381984796,1.0584390828486416,1.0645280447153405
Phierasepass (#27),7.395906683119602,1.0249179254146303,1.096242755180958,1.0398930221632725,1.007017415285429,1.024590621972547,1.0968426987967195,1.1064022443060453
Fix PhierasePass Bug (#47),7.395906683119602,1.0249179254146303,1.096242755180958,1.0398930221632725,1.007017415285429,1.024590621972547,1.0968426987967195,1.1064022443060453
Add GVNPass (#25),7.395906683119602,1.0249179254146303,1.096242755180958,1.0398930221632725,1.007017415285429,1.024590621972547,1.0968426987967195,1.1064022443060453
Add BranchPredictPass (#29),7.395906683119602,1.0249179254146303,1.096242755180958,1.0398930221632725,1.007017415285429,1.024590621972547,1.0968426987967195,1.1064022443060453
Implement basic LoopVectorizePass (#32),7.395906683119602,1.0249179254146303,1.096242755180958,1.0398930221632725,1.007017415285429,1.024590621972547,1.0968426987967195,1.1064022443060453
Fix CI & compiler option (#42),7.395906683119602,1.0249179254146303,1.096242755180958,1.0398930221632725,1.007017415285429,1.024590621972547,1.0968426987967195,1.1064022443060453
Implement LoopUnrollPass (#49),7.395906683119602,1.0249179254146303,1.096242755180958,1.0398930221632725,1.007017415285429,1.024590621972547,1.0968426987967195,1.1064022443060453
Supplement LoopVectorizePass (#48),7.395906683119602,1.0249179254146303,1.096242755180958,1.0398930221632725,1.007017415285429,1.024590621972547,1.0968426987967195,1.1064022443060453
Refactor and add comments (#62),7.395906683119602,1.0249179254146303,1.096242755180958,1.0398930221632725,1.007017415285429,1.024590621972547,1.0968426987967195,1.1064022443060453
MatmulTransposePass (#52),7.395906683119602,1.0249179254146303,1.096242755180958,1.0398930221632725,1.007017415285429,1.024590621972547,1.0968426987967195,1.1064022443060453
Implement ConstantMergePass (#60),7.395906683119602,1.0249179254146303,1.096242755180958,1.0398930221632725,1.007017415285429,1.024590621972547,1.0968426987967195,1.1064022443060453
Sccp pass (#45),7.513078105764152,1.030889344650749,1.127630295665858,1.0509826126286916,1.007017415285429,1.0311387958665,1.1243622273989733,1.1410574142679515
Add MemoryToStackPass (#51),7.513078105764152,1.030889344650749,1.127630295665858,1.0509826126286916,1.007017415285429,1.0311387958665,1.1243622273989733,1.1410574142679515
Return correct PreservedAnalysis (#59),7.513078105764152,1.030889344650749,1.127630295665858,1.0509826126286916,1.007017415285429,1.0311387958665,1.1243622273989733,1.1410574142679515
Fix filecheck details (#61),7.513078105764152,1.030889344650749,1.127630295665858,1.0509826126286916,1.007017415285429,1.0311387958665,1.1243622273989733,1.1410574142679515
