commit,avg,input1.txt,input2.txt,input3.txt,input4.txt,input5.txt,input6.txt,input7.txt
Add CI for build and filechecks (#3),257.4,82.2,535.8,149.4,15.0,31.8,468.6,519.0
Function inline pass (#7),254.4,79.2,532.8,146.4,12.0,28.8,465.6,516.0
RemoveUnusedPass (#10),254.4,79.2,532.8,146.4,12.0,28.8,465.6,516.0
Arithmetic pass (#8),202.45714285714286,64.8,421.2,117.6,12.0,25.2,368.4,408.0
Add SimplifyCFGPass (#9),202.45714285714286,64.8,421.2,117.6,12.0,25.2,368.4,408.0
Update skeleton code from https://github.com/snu-sf-class/swpp202101-compiler,202.45714285714286,64.8,421.2,117.6,12.0,25.2,368.4,408.0
Support compiler options (#17),202.45714285714286,64.8,421.2,117.6,12.0,25.2,368.4,408.0
Fix wrong return value (#35),202.45714285714286,64.8,421.2,117.6,12.0,25.2,368.4,408.0
Fix RemoveUnusedPass bug (#31),202.45714285714286,64.8,421.2,117.6,12.0,25.2,368.4,408.0
Function inline pass bug fix (#20),202.45714285714286,64.8,421.2,117.6,12.0,25.2,368.4,408.0
Automate testing benchmarks (#23),202.45714285714286,64.8,421.2,117.6,12.0,25.2,368.4,408.0
Add GVNPass (#25),202.45714285714286,64.8,421.2,117.6,12.0,25.2,368.4,408.0
Phierasepass (#27),202.45714285714286,64.8,421.2,117.6,12.0,25.2,368.4,408.0
Add BranchPredictPass (#29),162.17142857142858,55.8,331.2,96.6,15.0,25.2,290.4,321.0
Implement basic LoopVectorizePass (#32),162.17142857142858,55.8,331.2,96.6,15.0,25.2,290.4,321.0
Update skeleton code (6/1),162.17142857142858,55.8,331.2,96.6,15.0,25.2,290.4,321.0
Fix CI & compiler option (#42),162.17142857142858,55.8,331.2,96.6,15.0,25.2,290.4,321.0
Fix PhierasePass Bug (#47),162.17142857142858,55.8,331.2,96.6,15.0,25.2,290.4,321.0
Implement LoopUnrollPass (#49),177.02857142857144,59.8,362.2,104.6,18.0,26.2,317.4,351.0
Supplement LoopVectorizePass (#48),177.02857142857144,59.8,362.2,104.6,18.0,26.2,317.4,351.0
Sccp pass (#45),177.02857142857144,59.8,362.2,104.6,18.0,26.2,317.4,351.0
Add MemoryToStackPass (#51),177.02857142857144,59.8,362.2,104.6,18.0,26.2,317.4,351.0
MatmulTransposePass (#52),177.02857142857144,59.8,362.2,104.6,18.0,26.2,317.4,351.0
Implement ConstantMergePass (#60),177.02857142857144,59.8,362.2,104.6,18.0,26.2,317.4,351.0
FunctionInlinePass Function Attribute 미확인 (#58),175.02857142857144,57.8,360.2,102.6,16.0,24.2,315.4,349.0
Return correct PreservedAnalysis (#59),175.02857142857144,57.8,360.2,102.6,16.0,24.2,315.4,349.0
Refactor and add comments (#62),175.02857142857144,57.8,360.2,102.6,16.0,24.2,315.4,349.0
Fix filecheck details (#61),175.02857142857144,57.8,360.2,102.6,16.0,24.2,315.4,349.0
